
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
ACCIDENT	357	
AVALANCHE	2	
Building Collap	2	
CLOUD BURST	23	
COLD WAVE	5	
DROUGHT	9	
EARTHQUAKE	10	
ELECTRIC STORM	19	
FIRE	209	
Flash Flood	37	
FLOOD	15	
HAILSTORM	60	
LANDSLIDE	301	
OTHER	8	
RAINS	1468	
Road Accident	1368	
Rock Fall	2	
SNOWFALL	16	
SNOWSTORM	16	
STORM	11	
STRONG WIND	7	
TOTAL	3945	

