
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
ACCIDENT	2	
EPIDEMIC	79	
FIRE	7	
MARINE ACCIDENT	53	
OTHER	11	
RAINS	1	
THUNDERSTORM	1	
WINDSTORM	1	
TOTAL	155	

