
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Year	 DataCards	 Deaths	 Injured	 Missing	 Houses Destroyed	 Houses Damaged	 Directly affected	 Indirectly Affected	 Relocated	 Evacuated	 Losses $USD	 Losses $Local	 Education centers	 Hospitals	 Damages in crops Ha.	 Lost Cattle	 Damages in roads Mts	
1966	1	0	0	0	0	0	0	0	0	0	2500	5000	0	0	0	0	0	
1969	2	0	0	0	0	0	20	20	0	0	25000	50000	0	0	0	0	0	
1977	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1978	6	0	0	0	1	26	55	55	0	0	6200	15500	0	0	0	0	0	
1983	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TOTAL	13				1	26	75	75			33700	70500						

