
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Year	 DataCards	 Deaths	 Injured	 Missing	 Houses Destroyed	 Houses Damaged	 Directly affected	 Indirectly Affected	 Relocated	 Evacuated	 Losses $USD	 Losses $Local	 Education centers	 Hospitals	 Damages in crops Ha.	 Lost Cattle	 Damages in roads Mts	
1995	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2000	14	0	0	0	0	10	10	4761	0	0	0	1172400	1	1	5823	0	0	
2001	2	0	0	0	0	0	0	14	0	0	0	16000	0	0	0	0	0	
2002	2	0	0	0	0	0	0	10	0	0	0	278000	0	0	5	0	0	
2004	43	0	3	0	0	3	15	4848	0	0	0	3054400	1	1	3492	0	0	
2005	4	0	0	0	0	108	15	636	0	0	0	0	2	2	300	0	0	
2006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2007	21	0	0	0	0	0	0	2111	0	0	0	28950000	0	0	6421	0	0	
2008	17	0	0	0	0	0	0	129	0	0	0	11608000	0	0	26	0	0	
2009	22	0	0	0	0	0	0	3636	0	0	0	67869690	0	0	4936	5	0	
TOTAL	127		3			121	40	16145				112948490	4	4	21003	5		

