
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Year	 DataCards	 Deaths	 Injured	 Missing	 Houses Destroyed	 Houses Damaged	 Directly affected	 Indirectly Affected	 Relocated	 Evacuated	 Losses $USD	 Losses $Local	 Education centers	 Hospitals	 Damages in crops Ha.	 Lost Cattle	 Damages in roads Mts	
1969	1	38	7	0	36	36	0	12000	600	0	45000	0	0	0	0	0	0	
1980	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	
1984	1	0	0	0	2	0	0	6	6	0	0	0	0	0	0	0	0	
1985	1	6	10	0	0	0	0	30	0	0	0	0	0	0	0	0	0	
1987	1	0	0	0	0	30	0	0	60	0	0	0	0	0	0	0	0	
1996	1	0	30	0	0	15	0	150	50	30	250	0	0	0	0	0	0	
1997	2	0	2	1	20	115	0	80	10	0	700	0	0	0	0	0	0	
2000	1	0	0	0	10	30	0	70	20	0	2000	0	2	0	0	0	0	
2003	5	2	170	0	12	52	0	970	320	60	2555	0	0	1	0	0	0	
2004	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
2006	1	0	8	0	0	70	0	300	0	30	0	0	1	0	0	0	0	
2007	24	183	51	0	18918	1734	1552	83981	0	1	240106	0	0	0	8510	0	0	
2008	20	12	14	7	60	276	0	78217	1992	10	51356	0	3	1	10	0	0	
2009	9	4	24	0	37	75	40	3229	8	0	159496	0	0	0	172.03	0	8000	
2010	22	7	11	0	243	791	7999	12938	9956	180	0	0	28	0	463	0	0	
2011	8	0	0	0	269	101	0	678	0	15	207480	0	0	0	7	0	0	
2012	4	3	0	0	100	166	0	589	45	0	3500	0	2	0	0	0	0	
2013	9	1194	0	0	487	27	13	396	0	0	7600	0	3	0	1392	0	0	
2014	24	130	11	0	598	440	0	3005	806	158	3420	0	8	0	339	448	13	
TOTAL	136	1582	338	8	20792	3959	9604	196642	13873	484	723463		48	2	10893.03	448	8013	

