
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Year	 DataCards	 Deaths	 Injured	 Missing	 Houses Destroyed	 Houses Damaged	 Directly affected	 Indirectly Affected	 Relocated	 Evacuated	 Losses $USD	 Losses $Local	 Education centers	 Hospitals	 Damages in crops Ha.	 Lost Cattle	 Damages in roads Mts	
2009	2	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	
2010	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	
2011	1	1	37	0	0	0	0	1047	0	1047	0	0	0	0	0	0	0	
2018	4	4	13	0	0	0	0	0	0	0	0	1500	0	0	10	0	0	
2019	11	3	39	0	0	1	0	0	0	2	0	1000	0	0	85	0	0	
2020	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TOTAL	21	8	89			1		1047		1049		2500			170			

