
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Year	 DataCards	 Deaths	 Injured	 Missing	 Houses Destroyed	 Houses Damaged	 Directly affected	 Indirectly Affected	 Relocated	 Evacuated	 Losses $USD	 Losses $Local	 Education centers	 Hospitals	 Damages in crops Ha.	 Lost Cattle	 Damages in roads Mts	
1951	1	1	0	0	0	0	0	60000	0	0	0	0	0	0	0	0	0	
1979	11	42	3000	0	2000	8000	60000	73795	0	0	0	88000000	0	1	0	0	0	
1984	11	1	0	0	0	0	0	73795	0	0	2000000	0	0	0	0	0	0	
1995	9	1	1	0	39	41	1000	48073	0	0	47000000	0	5	0	0	0	0	
1999	22	1	0	0	50	0	1000	142366	0	0	21541415	57084750	0	0	0	0	29000	
2001	11	0	0	0	0	0	0	71242	0	0	0	0	0	0	0	0	0	
2007	15	2	2	0	43	771	13883	91552	0	0	59996846	162920539	0	1	9000	706	0	
2011	11	0	0	0	15	43	2187	70739	0	0	0	0	0	0	0	0	0	
TOTAL	91	48	3003		2147	8855	78070	631562			130538261	308005289	5	2	9000	706	29000	

