
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Year	 DataCards	 Deaths	 Injured	 Missing	 Houses Destroyed	 Houses Damaged	 Directly affected	 Indirectly Affected	 Relocated	 Evacuated	 Losses $USD	 Losses $Local	 Education centers	 Hospitals	 Damages in crops Ha.	 Lost Cattle	 Damages in roads Mts	
1981	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0	
1995	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1996	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1997	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1998	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2000	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2003	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2004	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2005	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2006	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2007	16	5	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2008	61	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2009	4	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2010	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TOTAL	152	48	45													820		

