Year	 DataCards	 Deaths	 Injured	 Missing	 Houses Destroyed	 Houses Damaged	 Directly affected	 Indirectly Affected	 Relocated	 Evacuated	 Losses $USD	 Losses $Local	 Education centers	 Hospitals	 Damages in crops Ha.	 Lost Cattle	 Damages in roads Mts	
1984	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1986	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2007	1	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2008	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
2010	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2012	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
