
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
ACCIDENT	9	
AUTHER	1	
BOATS SANKING	3	
CYCLONE	5	
DROUGHT	1	
ELECTRIQUE STORM	2	
ERUPTION	29	
FIRE	17	
FISSURES	3	
FLOOD	75	
FOREST FIRE	2	
INTERVENTION EN MER	1	
PLAGUE	7	
SEA LOST	1	
STORM	4	
TOTAL	160	

