
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
ACCIDENT	1	
DROUGHT	19190	
EPIDEMIC	2191	
EPIZOOTY	485	
FIRE	96	
FLOOD	2885	
FOREST FIRE	221	
PLAGUE	2	
RAVAGERS AND LOCUSTS PILGRIMS	159	
SOCIAL CONFLICTS	377	
TOTAL	25607	

