
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
BIOLOGICAL	12	
COASTAL EROSION	4	
COASTAL FLOOD	15	
DROUGHT	6	
EARTHQUAKE	6	
EPIDEMIC	3	
ERUPTION	9	
EXPLOSION	2	
FLASH FLOOD	12	
FLOOD	47	
FOREST FIRE	1	
HURRICANE	50	
LANDSLIDE	60	
OTHER	9	
RAINS	4	
STORM	32	
THUNDERSTORM	6	
TSUNAMI	1	
TOTAL	279	

