
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
Accident	174	
Conflict	10	
Drought	2	
Drowning	2	
Epidemic	496	
Fire	241	
Flood	55	
Landslide	16	
Storm/Gale	42	
Structural Collapse	5	
TOTAL	1043	

