
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
ACCIDENT	57	
attaque animal	11	
BIOLOGICAL	3	
CONTAMINATION	6	
DROUGHT	85	
EPIDEMIC	816	
EXPLOSION	9	
FIRE	3	
FLOOD	88	
foudre	39	
HAILSTORM	1	
LANDSLIDE	2	
Naufrage	14	
NOYADE	3	
PLUIES EXTREME	6	
STORM	28	
vague de chaleur	2	
vague de froid	4	
TOTAL	1177	

