
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
ACCIDENT	32	
BIOLOGICAL	13	
BOAT SINKING	8	
COASTLINE	75	
DROUGHT	2	
EARTHQUAKE	8	
EPIDEMIC	8	
EXPLOSION	1	
FIRE	300	
FLOOD	268	
FROST	1	
LEAK	4	
LIGHTNING	36	
OTHER	37	
PLAGUE	4	
RAINS	18	
STORM	801	
STRONG WIND	70	
SURGE	152	
TIDAL WAVE	5	
TORNADO	25	
TSUNAMI	205	
TOTAL	2073	

