
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
ACCIDENT	4	
CYCLONES	1009	
DROUGHT	3	
EPIDEMIC	690	
FEUX DE BROUSSES	347	
FIRE	219	
FLOOD	25	
LANDSLIDE	2	
LOCUST	77	
MALNUTRITION	7	
POLLUTION MARINE	9	
TOTAL	2392	

