
<META HTTP-EQUIV="Pragma" CONTENT="no-cache">
<META HTTP-EQUIV="cache-control" CONTENT="no-cache">
<META HTTP-EQUIV="Expires" CONTENT="01-01-1999">
Event	 DataCards	
Building slide	1	
CONFLICT	348	
DROUGHT	3983	
EARTHQUAKE	6	
FIRE	792	
FLOOD	1418	
FOREST FIRE	31	
FROST	7	
HAILSTORM	249	
HEAT WAVE	2	
Land slide	181	
OTHER	122	
PLAGUE	7467	
RAIN	39	
SNOWSTORM	1	
STORM	5	
THUNDERSTORM	32	
WINDSTORM	22	
TOTAL	14706	

